,Bus Name,Area Number,Zone Number,Volt (PU),Volt (KV),Angle (Deg),Gen MW,Gen MVAR,Load MW,Load MVAR,Shunt MW,Shunt MVAR,To Bus Name,MW,MVAR,Transformer Ratio,Transformer Angle (Deg),Percent,Rating,Load Flow Case
75,3006     UPTOWN      230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005     WEST        230.00    5  1,78.6796,-13.4063,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
76,3008     CATDOG      230.00,5,5,0.9588,220.5322,-9.0463,0.0,0.0,200.0,75.0,0.0,-0.0,,0.0,0.0,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
77,3008     CATDOG      230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154     DOWNTN      230.00    1  1,69.2529,63.8066,,0.0,25,400.0,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
78,3008     CATDOG      230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005     WEST        230.00    5  &1,-34.7539,-17.8765,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
79,3008     CATDOG      230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005     WEST        230.00    5  1,-134.5322,-54.2771,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
80,3008     CATDOG      230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3018     CATDOG_G    13.800    5  1,-99.9675,-66.6532,1.000LK,0.0,80,150.0,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
81,3011     MINE_G      13.800,5,5,1.04,14.352,0.0,258.6381,103.6063,0.0,0.0,0.0,-0.0,,0.0,0.0,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
82,3011     MINE_G      13.800,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001     MINE        230.00    5  1,258.6381,103.6063,1.000UN,0.0,21,1300.0,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
83,3018     CATDOG_G    13.800,5,5,1.022,14.1033,-4.0798,100.0,80.0,0.0,0.0,0.0,-0.0,,0.0,0.0,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
84,3018     CATDOG_G    13.800,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008     CATDOG      230.00    5  1,100.0005,80.0002,1.000UN,0.0,85,150.0,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
